"id","title","url","playable","rate","tag"
"1293394","西部往事","https://movie.douban.com/subject/1293394/","True","8.6","欧美"
"1293395","特殊的一天","https://movie.douban.com/subject/1293395/","False","8.4","冷门佳片"
"1293396","野战排","https://movie.douban.com/subject/1293396/","True","8.2","动作"
"1293399","莫扎特传","https://movie.douban.com/subject/1293399/","False","8.7","经典"
"1293414","阮玲玉","https://movie.douban.com/subject/1293414/","True","8.5","华语"
"1293422","监狱风云","https://movie.douban.com/subject/1293422/","True","8.3","华语"
"1293428","呐喊","https://movie.douban.com/subject/1293428/","True","8.2","冷门佳片"
"1293433","深海圆疑","https://movie.douban.com/subject/1293433/","True","7.1","科幻"
"1293434","王牌对王牌","https://movie.douban.com/subject/1293434/","True","8.5","悬疑"
"1293442","异种","https://movie.douban.com/subject/1293442/","False","6.4","科幻"
"1293448","鬼玩人2","https://movie.douban.com/subject/1293448/","False","7.3","恐怖"
"1293450","魔域煞星","https://movie.douban.com/subject/1293450/","False","7.3","恐怖"
"1293455","永恒和一日","https://movie.douban.com/subject/1293455/","False","9.0","经典"
"1293456","莫里斯","https://movie.douban.com/subject/1293456/","False","8.8","爱情"
"1293460","雨中曲","https://movie.douban.com/subject/1293460/","True","9.0","经典"
"1293466","卡蜜儿·克劳岱尔","https://movie.douban.com/subject/1293466/","True","8.2","爱情"
"1293470","透明人","https://movie.douban.com/subject/1293470/","True","6.7","科幻"
"1293471","夺宝奇兵3","https://movie.douban.com/subject/1293471/","True","8.2","动作"
"1293475","黄飞鸿之二：男儿当自强","https://movie.douban.com/subject/1293475/","True","8.0","华语"
"1293482","电子世界争霸战","https://movie.douban.com/subject/1293482/","True","7.4","科幻"
"1293497","罗伦佐的油","https://movie.douban.com/subject/1293497/","True","8.5","冷门佳片"
"1293503","是谁让我脑死了","https://movie.douban.com/subject/1293503/","False","7.6","恐怖"
"1293514","奇幻核子战","https://movie.douban.com/subject/1293514/","True","8.5","冷门佳片"
"1293515","极度深寒","https://movie.douban.com/subject/1293515/","True","7.5","科幻"
"1293527","美国X档案","https://movie.douban.com/subject/1293527/","True","8.5","成长"
"1293530","角斗士","https://movie.douban.com/subject/1293530/","True","8.5","经典"
"1293531","第五元素","https://movie.douban.com/subject/1293531/","False","7.9","科幻"
"1293537","空军一号","https://movie.douban.com/subject/1293537/","True","7.5","动作"
"1293544","沉默的羔羊","https://movie.douban.com/subject/1293544/","True","8.8","经典"
"1293555","电子情书","https://movie.douban.com/subject/1293555/","True","7.8","爱情"
"1293566","不可饶恕","https://movie.douban.com/subject/1293566/","True","8.5","欧美"
"1293572","2010","https://movie.douban.com/subject/1293572/","True","7.9","科幻"
"1293596","离开拉斯维加斯","https://movie.douban.com/subject/1293596/","False","8.1","爱情"
